249
1,29,0,0,0,0,0,0,0,0,0,0
2,29,0,0,0,0,0,0,0,0,0,0
3,29,0,0,0,0,0,0,0,0,0,0
4,29,0,0,0,0,0,0,0,0,0,0
5,29,0,0,0,0,0,0,0,0,0,0
6,29,0,0,0,0,0,0,0,0,0,0
7,29,0,0,0,0,0,0,0,0,0,0
8,29,0,0,0,0,0,0,0,0,0,0
9,29,0,0,0,0,0,0,0,0,0,0
10,29,0,0,0,0,0,0,0,0,0,0
11,29,0,0,0,0,0,0,0,0,0,0
12,29,0,0,0,0,0,0,0,0,0,0
13,29,0,0,0,0,0,0,0,0,0,0
14,29,0,0,0,0,0,0,0,0,0,0
15,29,0,0,0,0,0,0,0,0,0,0
16,29,0,0,0,0,0,0,0,0,0,0
17,29,0,0,0,0,0,0,0,0,0,0
18,29,0,0,0,0,0,0,0,0,0,0
19,29,0,0,0,0,0,0,0,0,0,0
20,29,0,0,0,0,0,0,0,0,0,0
21,29,0,0,0,0,0,0,0,0,0,0
22,29,0,0,0,0,0,0,0,0,0,0
23,29,0,0,0,0,0,0,0,0,0,0
24,29,0,0,0,0,0,0,0,0,0,0
25,31,0,0,0,0,0,0,0,0,0,0
26,31,0,0,0,0,0,0,0,0,0,0
27,31,0,0,0,0,0,0,0,0,0,0
28,31,0,0,0,0,0,0,0,0,0,0
29,31,0,0,0,0,0,0,0,0,0,0
30,31,0,0,0,0,0,0,0,0,0,0
31,31,0,0,0,0,0,0,0,0,0,0
32,31,0,0,0,0,0,0,0,0,0,0
33,31,0,0,0,0,0,0,0,0,0,0
34,31,0,0,0,0,0,0,0,0,0,0
35,31,0,0,0,0,0,0,0,0,0,0
36,31,0,0,0,0,0,0,0,0,0,0
37,31,0,0,0,0,0,0,0,0,0,0
38,31,0,0,0,0,0,0,0,0,0,0
39,31,0,0,0,0,0,0,0,0,0,0
40,31,0,0,0,0,0,0,0,0,0,0
41,2,0,0,0,0,0,0,0,0,0,0
42,47,0,0,0,0,0,0,0,0,0,0
43,54,0,0,0,0,0,0,0,0,0,0
44,31,0,0,0,0,0,0,0,0,0,0
45,2,0,0,0,0,0,0,0,0,0,0
46,30,32,0,0,0,0,0,0,0,0,0
47,51,1,0,0,0,0,0,0,0,0,0
48,2,0,0,0,0,0,0,0,0,0,0
49,47,0,0,0,0,0,0,0,0,0,0
50,54,0,0,0,0,0,0,0,0,0,0
51,2,0,0,0,0,0,0,0,0,0,0
52,30,0,0,0,0,0,0,0,0,0,0
53,30,32,0,0,0,0,0,0,0,0,0
54,38,64,0,0,0,0,0,0,0,0,0
55,32,0,0,0,0,0,0,0,0,0,0
56,30,32,0,0,0,0,0,0,0,0,0
57,30,0,0,0,0,0,0,0,0,0,0
58,30,32,0,0,0,0,0,0,0,0,0
59,38,64,0,0,0,0,0,0,0,0,0
60,32,0,0,0,0,0,0,0,0,0,0
61,31,0,0,0,0,0,0,0,0,0,0
62,2,0,0,0,0,0,0,0,0,0,0
63,30,32,0,0,0,0,0,0,0,0,0
64,11,32,0,0,0,0,0,0,0,0,0
65,31,0,0,0,0,0,0,0,0,0,0
66,2,0,0,0,0,0,0,0,0,0,0
67,2,0,0,0,0,0,0,0,0,0,0
68,47,0,0,0,0,0,0,0,0,0,0
69,54,0,0,0,0,0,0,0,0,0,0
70,31,0,0,0,0,0,0,0,0,0,0
71,2,0,0,0,0,0,0,0,0,0,0
72,30,32,0,0,0,0,0,0,0,0,0
73,51,1,0,0,0,0,0,0,0,0,0
74,2,0,0,0,0,0,0,0,0,0,0
75,47,0,0,0,0,0,0,0,0,0,0
76,54,0,0,0,0,0,0,0,0,0,0
77,2,0,0,0,0,0,0,0,0,0,0
78,30,0,0,0,0,0,0,0,0,0,0
79,30,32,0,0,0,0,0,0,0,0,0
80,38,64,0,0,0,0,0,0,0,0,0
81,32,0,0,0,0,0,0,0,0,0,0
82,30,32,0,0,0,0,0,0,0,0,0
83,30,0,0,0,0,0,0,0,0,0,0
84,30,32,0,0,0,0,0,0,0,0,0
85,38,64,0,0,0,0,0,0,0,0,0
86,32,0,0,0,0,0,0,0,0,0,0
87,31,0,0,0,0,0,0,0,0,0,0
88,2,0,0,0,0,0,0,0,0,0,0
89,30,32,0,0,0,0,0,0,0,0,0
90,11,32,0,0,0,0,0,0,0,0,0
91,31,0,0,0,0,0,0,0,0,0,0
92,2,0,0,0,0,0,0,0,0,0,0
93,2,0,0,0,0,0,0,0,0,0,0
94,47,0,0,0,0,0,0,0,0,0,0
95,54,0,0,0,0,0,0,0,0,0,0
96,31,0,0,0,0,0,0,0,0,0,0
97,2,0,0,0,0,0,0,0,0,0,0
98,30,32,0,0,0,0,0,0,0,0,0
99,51,1,0,0,0,0,0,0,0,0,0
100,2,0,0,0,0,0,0,0,0,0,0
101,47,0,0,0,0,0,0,0,0,0,0
102,54,0,0,0,0,0,0,0,0,0,0
103,2,0,0,0,0,0,0,0,0,0,0
104,30,0,0,0,0,0,0,0,0,0,0
105,30,32,0,0,0,0,0,0,0,0,0
106,38,64,0,0,0,0,0,0,0,0,0
107,32,0,0,0,0,0,0,0,0,0,0
108,30,32,0,0,0,0,0,0,0,0,0
109,30,0,0,0,0,0,0,0,0,0,0
110,30,32,0,0,0,0,0,0,0,0,0
111,38,64,0,0,0,0,0,0,0,0,0
112,32,0,0,0,0,0,0,0,0,0,0
113,31,0,0,0,0,0,0,0,0,0,0
114,2,0,0,0,0,0,0,0,0,0,0
115,30,32,0,0,0,0,0,0,0,0,0
116,11,32,0,0,0,0,0,0,0,0,0
117,31,0,0,0,0,0,0,0,0,0,0
118,2,0,0,0,0,0,0,0,0,0,0
119,2,0,0,0,0,0,0,0,0,0,0
120,47,0,0,0,0,0,0,0,0,0,0
121,54,0,0,0,0,0,0,0,0,0,0
122,31,0,0,0,0,0,0,0,0,0,0
123,2,0,0,0,0,0,0,0,0,0,0
124,30,32,0,0,0,0,0,0,0,0,0
125,51,1,0,0,0,0,0,0,0,0,0
126,2,0,0,0,0,0,0,0,0,0,0
127,47,0,0,0,0,0,0,0,0,0,0
128,54,0,0,0,0,0,0,0,0,0,0
129,2,0,0,0,0,0,0,0,0,0,0
130,30,0,0,0,0,0,0,0,0,0,0
131,30,32,0,0,0,0,0,0,0,0,0
132,38,64,0,0,0,0,0,0,0,0,0
133,32,0,0,0,0,0,0,0,0,0,0
134,30,32,0,0,0,0,0,0,0,0,0
135,30,0,0,0,0,0,0,0,0,0,0
136,30,32,0,0,0,0,0,0,0,0,0
137,38,64,0,0,0,0,0,0,0,0,0
138,32,0,0,0,0,0,0,0,0,0,0
139,31,0,0,0,0,0,0,0,0,0,0
140,2,0,0,0,0,0,0,0,0,0,0
141,30,32,0,0,0,0,0,0,0,0,0
142,11,32,0,0,0,0,0,0,0,0,0
143,31,0,0,0,0,0,0,0,0,0,0
144,2,0,0,0,0,0,0,0,0,0,0
145,2,0,0,0,0,0,0,0,0,0,0
146,47,0,0,0,0,0,0,0,0,0,0
147,54,0,0,0,0,0,0,0,0,0,0
148,31,0,0,0,0,0,0,0,0,0,0
149,2,0,0,0,0,0,0,0,0,0,0
150,30,32,0,0,0,0,0,0,0,0,0
151,51,1,0,0,0,0,0,0,0,0,0
152,2,0,0,0,0,0,0,0,0,0,0
153,47,0,0,0,0,0,0,0,0,0,0
154,54,0,0,0,0,0,0,0,0,0,0
155,2,0,0,0,0,0,0,0,0,0,0
156,30,0,0,0,0,0,0,0,0,0,0
157,30,32,0,0,0,0,0,0,0,0,0
158,38,64,0,0,0,0,0,0,0,0,0
159,32,0,0,0,0,0,0,0,0,0,0
160,30,32,0,0,0,0,0,0,0,0,0
161,30,0,0,0,0,0,0,0,0,0,0
162,30,32,0,0,0,0,0,0,0,0,0
163,38,64,0,0,0,0,0,0,0,0,0
164,32,0,0,0,0,0,0,0,0,0,0
165,31,0,0,0,0,0,0,0,0,0,0
166,2,0,0,0,0,0,0,0,0,0,0
167,30,32,0,0,0,0,0,0,0,0,0
168,11,32,0,0,0,0,0,0,0,0,0
169,31,0,0,0,0,0,0,0,0,0,0
170,2,0,0,0,0,0,0,0,0,0,0
171,2,0,0,0,0,0,0,0,0,0,0
172,47,0,0,0,0,0,0,0,0,0,0
173,54,0,0,0,0,0,0,0,0,0,0
174,31,0,0,0,0,0,0,0,0,0,0
175,2,0,0,0,0,0,0,0,0,0,0
176,30,32,0,0,0,0,0,0,0,0,0
177,51,1,0,0,0,0,0,0,0,0,0
178,2,0,0,0,0,0,0,0,0,0,0
179,47,0,0,0,0,0,0,0,0,0,0
180,54,0,0,0,0,0,0,0,0,0,0
181,2,0,0,0,0,0,0,0,0,0,0
182,30,0,0,0,0,0,0,0,0,0,0
183,30,32,0,0,0,0,0,0,0,0,0
184,38,64,0,0,0,0,0,0,0,0,0
185,32,0,0,0,0,0,0,0,0,0,0
186,30,32,0,0,0,0,0,0,0,0,0
187,30,0,0,0,0,0,0,0,0,0,0
188,30,32,0,0,0,0,0,0,0,0,0
189,38,64,0,0,0,0,0,0,0,0,0
190,32,0,0,0,0,0,0,0,0,0,0
191,31,0,0,0,0,0,0,0,0,0,0
192,2,0,0,0,0,0,0,0,0,0,0
193,30,32,0,0,0,0,0,0,0,0,0
194,11,32,0,0,0,0,0,0,0,0,0
195,31,0,0,0,0,0,0,0,0,0,0
196,2,0,0,0,0,0,0,0,0,0,0
197,2,0,0,0,0,0,0,0,0,0,0
198,47,0,0,0,0,0,0,0,0,0,0
199,54,0,0,0,0,0,0,0,0,0,0
200,31,0,0,0,0,0,0,0,0,0,0
201,2,0,0,0,0,0,0,0,0,0,0
202,30,32,0,0,0,0,0,0,0,0,0
203,51,1,0,0,0,0,0,0,0,0,0
204,2,0,0,0,0,0,0,0,0,0,0
205,47,0,0,0,0,0,0,0,0,0,0
206,54,0,0,0,0,0,0,0,0,0,0
207,2,0,0,0,0,0,0,0,0,0,0
208,30,0,0,0,0,0,0,0,0,0,0
209,30,32,0,0,0,0,0,0,0,0,0
210,38,64,0,0,0,0,0,0,0,0,0
211,32,0,0,0,0,0,0,0,0,0,0
212,30,32,0,0,0,0,0,0,0,0,0
213,30,0,0,0,0,0,0,0,0,0,0
214,30,32,0,0,0,0,0,0,0,0,0
215,38,64,0,0,0,0,0,0,0,0,0
216,32,0,0,0,0,0,0,0,0,0,0
217,31,0,0,0,0,0,0,0,0,0,0
218,2,0,0,0,0,0,0,0,0,0,0
219,30,32,0,0,0,0,0,0,0,0,0
220,11,32,0,0,0,0,0,0,0,0,0
221,31,0,0,0,0,0,0,0,0,0,0
222,2,0,0,0,0,0,0,0,0,0,0
223,2,0,0,0,0,0,0,0,0,0,0
224,47,0,0,0,0,0,0,0,0,0,0
225,54,0,0,0,0,0,0,0,0,0,0
226,31,0,0,0,0,0,0,0,0,0,0
227,2,0,0,0,0,0,0,0,0,0,0
228,30,32,0,0,0,0,0,0,0,0,0
229,51,1,0,0,0,0,0,0,0,0,0
230,2,0,0,0,0,0,0,0,0,0,0
231,47,0,0,0,0,0,0,0,0,0,0
232,54,0,0,0,0,0,0,0,0,0,0
233,2,0,0,0,0,0,0,0,0,0,0
234,30,0,0,0,0,0,0,0,0,0,0
235,30,32,0,0,0,0,0,0,0,0,0
236,38,64,0,0,0,0,0,0,0,0,0
237,32,0,0,0,0,0,0,0,0,0,0
238,30,32,0,0,0,0,0,0,0,0,0
239,30,0,0,0,0,0,0,0,0,0,0
240,30,32,0,0,0,0,0,0,0,0,0
241,38,64,0,0,0,0,0,0,0,0,0
242,32,0,0,0,0,0,0,0,0,0,0
243,31,0,0,0,0,0,0,0,0,0,0
244,2,0,0,0,0,0,0,0,0,0,0
245,30,32,0,0,0,0,0,0,0,0,0
246,11,32,0,0,0,0,0,0,0,0,0
247,31,0,0,0,0,0,0,0,0,0,0
248,2,0,0,0,0,0,0,0,0,0,0
249,1,0,0,0,0,0,0,0,0,0,0
216
1,52
1,25
2,78
2,26
3,104
3,27
4,130
4,28
5,156
5,29
6,182
6,30
7,208
7,31
8,234
8,32
9,57
9,33
10,83
10,34
11,109
11,35
12,135
12,36
13,161
13,37
14,187
14,38
15,213
15,39
16,239
16,40
17,65
17,63
17,58
17,53
17,49
17,46
17,44
17,42
18,91
18,89
18,84
18,79
18,75
18,72
18,70
18,68
19,117
19,115
19,110
19,105
19,101
19,98
19,96
19,94
20,143
20,141
20,136
20,131
20,127
20,124
20,122
20,120
21,169
21,167
21,162
21,157
21,153
21,150
21,148
21,146
22,195
22,193
22,188
22,183
22,179
22,176
22,174
22,172
23,221
23,219
23,214
23,209
23,205
23,202
23,200
23,198
24,247
24,245
24,240
24,235
24,231
24,228
24,226
24,224
42,43
46,47
47,48
49,50
52,55
53,54
54,55
55,56
56,61
57,60
58,59
59,60
60,61
63,64
64,65
68,69
72,73
73,74
75,76
78,81
79,80
80,81
81,82
82,87
83,86
84,85
85,86
86,87
89,90
90,91
94,95
98,99
99,100
101,102
104,107
105,106
106,107
107,108
108,113
109,112
110,111
111,112
112,113
115,116
116,117
120,121
124,125
125,126
127,128
130,133
131,132
132,133
133,134
134,139
135,138
136,137
137,138
138,139
141,142
142,143
146,147
150,151
151,152
153,154
156,159
157,158
158,159
159,160
160,165
161,164
162,163
163,164
164,165
167,168
168,169
172,173
176,177
177,178
179,180
182,185
183,184
184,185
185,186
186,191
187,190
188,189
189,190
190,191
193,194
194,195
198,199
202,203
203,204
205,206
208,211
209,210
210,211
211,212
212,217
213,216
214,215
215,216
216,217
219,220
220,221
224,225
228,229
229,230
231,232
234,237
235,236
236,237
237,238
238,243
239,242
240,241
241,242
242,243
245,246
246,247
