211
1,2,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0
3,53,64,0,1,0,0,0,0,0,0,0,0
4,53,64,0,1,0,0,0,0,0,0,0,0
5,51,1,0,1,0,0,0,0,0,0,0,0
6,2,0,0,1,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,0,0,0,0
8,2,0,0,1,0,0,0,0,0,0,0,0
9,2,0,0,1,0,0,0,0,0,0,0,0
10,53,64,0,1,0,0,0,0,0,0,0,0
11,53,64,0,1,0,0,0,0,0,0,0,0
12,51,1,0,1,0,0,0,0,0,0,0,0
13,2,0,0,1,0,0,0,0,0,0,0,0
14,2,0,0,1,0,0,0,0,0,0,0,0
15,11,64,0,1,0,0,0,0,0,0,0,0
16,32,0,0,1,0,0,0,0,0,0,0,0
17,30,32,1,1,0,0,0,0,0,0,0,0
18,16,32,1,1,0,0,0,0,0,0,0,0
19,2,0,0,1,0,0,0,0,0,0,0,0
20,2,0,0,1,0,0,0,0,0,0,0,0
21,53,64,0,1,0,0,0,0,0,0,0,0
22,53,32,1,1,0,0,0,0,0,0,0,0
23,51,1,0,1,0,0,0,0,0,0,0,0
24,2,0,0,1,0,0,0,0,0,0,0,0
25,53,32,1,1,0,0,0,0,0,0,0,0
26,2,0,0,1,0,0,0,0,0,0,0,0
27,11,64,0,1,0,0,0,0,0,0,0,0
28,32,0,0,1,0,0,0,0,0,0,0,0
29,30,32,1,1,0,0,0,0,0,0,0,0
30,16,32,1,1,0,0,0,0,0,0,0,0
31,11,64,0,1,0,0,0,0,0,0,0,0
32,32,0,0,1,0,0,0,0,0,0,0,0
33,30,32,1,1,0,0,0,0,0,0,0,0
34,16,32,1,1,0,0,0,0,0,0,0,0
35,11,64,0,1,0,0,0,0,0,0,0,0
36,32,0,0,1,0,0,0,0,0,0,0,0
37,30,32,1,1,0,0,0,0,0,0,0,0
38,16,32,1,1,0,0,0,0,0,0,0,0
39,11,64,0,1,0,0,0,0,0,0,0,0
40,32,0,0,1,0,0,0,0,0,0,0,0
41,30,32,1,1,0,0,0,0,0,0,0,0
42,16,32,1,1,0,0,0,0,0,0,0,0
43,12,32,1,1,0,0,0,0,0,0,0,0
44,12,32,1,1,0,0,0,0,0,0,0,0
45,2,0,0,1,0,0,0,0,0,0,0,0
46,11,64,0,1,0,0,0,0,0,0,0,0
47,2,0,0,1,0,0,0,0,0,0,0,0
48,32,0,0,1,0,0,0,0,0,0,0,0
49,31,0,0,1,0,0,0,0,0,0,0,0
50,11,64,0,1,0,0,0,0,0,0,0,0
51,2,0,0,1,0,0,0,0,0,0,0,0
52,11,64,0,1,0,0,0,0,0,0,0,0
53,2,0,0,1,0,0,0,0,0,0,0,0
54,11,64,0,1,0,0,0,0,0,0,0,0
55,2,0,0,1,0,0,0,0,0,0,0,0
56,11,64,0,1,0,0,0,0,0,0,0,0
57,2,0,0,1,0,0,0,0,0,0,0,0
58,1,0,0,0,0,0,0,0,0,0,0,0
59,29,0,0,0,0,0,0,0,0,0,0,0
60,29,0,0,0,0,0,0,0,0,0,0,0
61,29,0,0,0,0,0,0,0,0,0,0,0
62,29,0,0,0,0,0,0,0,0,0,0,0
63,29,0,0,0,0,0,0,0,0,0,0,0
64,29,0,0,0,0,0,0,0,0,0,0,0
65,47,0,0,0,0,0,0,0,0,0,0,0
66,54,0,0,0,0,0,0,0,0,0,0,0
67,47,0,0,0,0,0,0,0,0,0,0,0
68,54,0,0,0,0,0,0,0,0,0,0,0
69,47,0,0,0,0,0,0,0,0,0,0,0
70,54,0,0,0,0,0,0,0,0,0,0,0
71,47,0,0,0,0,0,0,0,0,0,0,0
72,54,0,0,0,0,0,0,0,0,0,0,0
73,47,0,0,0,0,0,0,0,0,0,0,0
74,54,0,0,0,0,0,0,0,0,0,0,0
75,47,0,0,0,0,0,0,0,0,0,0,0
76,54,0,0,0,0,0,0,0,0,0,0,0
77,2,0,0,0,0,0,0,0,0,0,0,0
78,2,0,0,0,0,0,0,0,0,0,0,0
79,53,64,0,1,0,0,0,0,0,0,0,0
80,51,1,0,1,0,0,0,0,0,0,0,0
81,2,0,0,1,0,0,0,0,0,0,0,0
82,2,0,0,0,0,0,0,0,0,0,0,0
83,2,0,0,1,0,0,0,0,0,0,0,0
84,2,0,0,1,0,0,0,0,0,0,0,0
85,53,64,0,1,0,0,0,0,0,0,0,0
86,51,1,0,1,0,0,0,0,0,0,0,0
87,2,0,0,1,0,0,0,0,0,0,0,0
88,2,0,0,1,0,0,0,0,0,0,0,0
89,23,64,0,1,0,0,0,0,0,0,0,0
90,11,64,0,1,0,0,0,0,0,0,0,0
91,32,0,0,1,0,0,0,0,0,0,0,0
92,31,0,0,1,0,0,0,0,0,0,0,0
93,23,64,0,1,0,0,0,0,0,0,0,0
94,11,64,0,1,0,0,0,0,0,0,0,0
95,32,0,0,1,0,0,0,0,0,0,0,0
96,47,0,0,1,0,0,0,0,0,0,0,0
97,30,32,0,1,0,0,0,0,0,0,0,0
98,23,64,0,1,0,0,0,0,0,0,0,0
99,11,64,0,1,0,0,0,0,0,0,0,0
100,32,0,0,1,0,0,0,0,0,0,0,0
101,47,0,0,1,0,0,0,0,0,0,0,0
102,31,0,0,1,0,0,0,0,0,0,0,0
103,23,64,0,1,0,0,0,0,0,0,0,0
