,lut,lut,time,time,cluster
,mean,std,mean,std,count
cluster,,,,,
0,19978.473684210527,10898.83010048777,391817.4435263158,377286.58246106264,76
1,6541.148648648648,8030.8432005517,796819.7423783783,546749.1930805371,74
2,20460.24358974359,14464.616277550416,321762.00373076927,259586.96048847528,78
