,lut,lut,time,time,cluster
,mean,std,mean,std,count
cluster,,,,,
0,5255.5950413223145,2570.0488308542317,9509.659512396694,3756.1068976507845,121
1,5988.2477876106195,2271.408124187401,8615.851796460178,3067.9793552852307,113
2,1928.1692307692308,783.5949521522338,13628.297015384614,6530.974575529438,65
