,lut,lut,time,time,cluster
,mean,std,mean,std,count
cluster,,,,,
0,7631.129032258064,4336.46340884057,1832313.2677849464,414331.669338671,93
1,42506.90909090909,35741.18630547575,188364.59293939394,409021.9365749945,33
2,21322.58695652174,13192.939472942147,436405.7177608696,317132.3223369551,46
3,46805.94736842105,44256.81538471962,56640.82555263158,84307.49174285529,38
4,101134.3111111111,120266.43828917794,487759.3326444445,318295.2586521961,45
